English,Meaning
rewinds,перемотка
bratislava,Братислава
threaded,нарезной
px,ПВ
gondo,Гондо
wise-ass,умник
nyada,nyada
rammer,трамбовка
open-ended,неокончательный
jewess,еврейка
searchers,поисковики
koontz,Кунц
nagavalli,nagavalli
pattaya,паттайе
bismillah,Bismillah
frocks,платьев
one-to-one,один к одному
paterno,Патерно
o-2,о-2
arsene,Арсену
hammett,Хэммет
kinsella,Кинселла
hebrides,Гебридские острова
sacko,sacko
uprisings,восстания
snowplow,снегоочиститель
thessaloniki,Thessaloniki
birdseed,птичий корм
szabo,Сабо
hitoshi,Хитоси
inhumanity,бесчеловечность
roasts,жареное мясо
crunched,хрустел
scobie,Скоби
southpaw,левша
eeyo,eeyo
liebe,Liebe
linde,Линда
jellybean,жевательные конфеты
co-owner,совладелец
academies,академиями
laborious,трудоемкий
lifesaving,спасение жизни
waya,Waya
witching,колдовской
well-equipped,хорошо оборудованный
c.w.,C.W.
nosedive,пикирование
ka,ка
harshness,резкость
tigre,Тигре
fosse,ямка
quads,квадрациклов
negra,негра
tibi,Тиби
she-devil,она дьявол
sixers,Sixers
yangjung,yangjung
hypothermic,гипотермия
malka,малка
c.s.u.,c.s.u.
fat-free,обезжиренный
partials,обертоны
humiliations,унижений
jibun,Jibun
xiaoyu,Сиаою
lincolnshire,Линкольншир
blood-sucking,Кровососущие
autobahn,автобан
tulley,Тулли
pease,гороховый
headpiece,шлем
subjugated,подчинили
seiko,Сейко
renner,Реннер
cosmological,космологический
buttonhole,бутоньерка
zoloft,Золофт
crossfit,CrossFit
graziano,Грациано
bossed,бугристый
dynasties,династий
20-foot,20-футовый
hinduism,индуизм
orgasmic,оргазменный
theandromeda,theandromeda
resonating,резонирующий
dulled,притупляется
revenged,отомстил
mo-kei,мо-кей
grabber,хапуга
bogeys,призраки
quincey,Квинси
washing-up,мытье посуды
emotionless,без эмоций
flitting,порхают
wafting,доносящийся
ska,ска
maarten,Маартен
outfield,неизведанная
nassar,Nassar
catalano,Каталано
yulia,юлия
kuzmich,Кузьмич
artemus,Артемус
all-state,все состояния
artisanal,кустарная
fontainebleau,Фонтенбло
cavorting,скакать
akai,Akai
biometrics,биометрия
uppsala,Упсала
lavery,Лавери
morphing,морфинг
fermentation,ферментация
paisa,пайсы
frits,фритты
ángeles,Анхелес
north-south,север Юг
plaintive,жалобный
ophthalmologist,офтальмолог
beckoned,поманил
hanyang,Hanyang
inaction,в действии
prager,Прагер
faggy,faggy
thespian,трагический
flickers,мерцает
glick,Глик
kiss-ass,поцелуй задницу
funfair,ярмарка с аттракционами
computation,вычисление
fagot,педик
cumulative,кумулятивный
racoon,енот
t.s.,T.S.
die-hard,живучи
waterhouse,Уотерхаус
tobacconist,торговец табачные изделия
porsches,порше
teenie,Теени
mehdi,Мехди
dado,цоколь
suru,суру
medicate,насыщать
grunwald,Grunwald
phosphorous,фосфористый
adhered,придерживалась
sufi,суфий
pigpen,свинарник
baldev,Бальдев
undaunted,неустрашимый
gleaned,почерпнутые
egging,толкая
what.,какой.
humiliates,унижает
pix,пикс
liquored,liquored
ume,умэ
syndicates,синдикаты
belphegor,Belphegor
egocentric,эгоцентричный
standout,"выделяться, быть заметным"
barbs,бородки
shivas,Shivas
riles,раздражает
seedling,саженец
play-by-play,с места события
lov,LOV
cuando,Cuando
narasimha,Нарасимха
joubert,Жубер
bloop,Bloop
summa,Summa
overqualified,сверхквалифицированный
comprise,включать
defne,Defne
τhey,τhey
flange,фланец
b-52,Б-52
erode,разъедать
guddi,guddi
usda,Министерство сельского хозяйства США
parishioner,прихожанин
dreadnought,дредноут
perce,Перс
jarndyce,Джарндис
lucidity,понятность
sanson,Сансон
kierkegaard,Кьеркегор
tuitions,Упровление
ingots,слитки
binders,связующие
seaplane,гидросамолет
kaul,Кауль
claptrap,показной
nikolay,николай
leathers,кожа
anarkali,Анаркали
lookalike,двойник
yaw,рыскание
cabron,Cabron
physiotherapy,физиотерапия
nothing,ничего такого
dour,непреклонный
pucci,Pucci
wrenched,вывернул
maz,маз
torching,поджоги
okie,странствующий сельскохозяйственный рабочий
leandro,Leandro
skeffington,Skeffington
fincher,Финчер
fukuda,Фукуда
livable,уживчивый
a-all,а-все
menorah,менора
confidences,откровенность
cursory,беглый
congestive,застойный
noooooo,noooooo
skyrocketed,взлетела
oreal,Oreal
interred,похороненных
72nd,семьдесят второй
compressing,сжатие
where`s,Where`s
trajectories,траектории
deluding,иллюзорной
manuelo,manuelo
catched,пойманные
rehash,перепев
pickwick,Пиквик
preconceptions,предубеждений
opposable,противопоставляемый
engrave,выгравировать
sediments,отложения
high-velocity,высокая скорость
monopolize,монополизировать
peeta,Питом
asim,Асим
consonants,согласные буквы
daniken,Даникен
amphora,амфора
visualizing,визуализация
ml6,ML6
nco,NCO
eurasian,евразийский
igarashi,Игараси
moai,моаи
integrating,интеграции
fizzle,шипеть
singham,Singham
bronzed,загорелый
left-,левый-
hocked,постава
marianas,Марианская
swerving,сворачивания
mulrooney,Малруни
fraiser,Фрейзер
fet,Фет
paler,бледнее
one-and-a-half,один с половиной
matterhorn,Маттерхорн
nametag,именная метка
fifty-six,пятьдесят шесть
maroni,Марони
garrido,Гарридо
shiho,шихо
tolson,Толсона
indoctrination,идеологическая обработка
were,мы
dobbin,рабочая лошадь
irène,Ирен
quickens,оживляется
f.d.a.,f.d.a.
jamestown,Джеймстаун
unskilled,неквалифицированный
trade-off,компромисс
seaport,морской порт
idealized,идеализированный
undergoes,подвергается
hornstock,hornstock
liquefied,сжиженный
i-in,я в
strange-looking,странный вид
gunga,Гунга
nightshirt,ночная сорочка
times-,times-
dim-witted,недалёкими
burbuja,Burbuja
ayanami,Аянами
glassware,стеклянная посуда
whys,Whys
repressing,подавляющий
wealthier,состоятельный
orbiter,орбитальный аппарат
istvan,Иштван
militarily,в военном отношении
cluny,Клюни
stina,Стина
lapped,перекрытие
kindled,воспламенится
harakiri,харакири
goo-goo,Ий-гу
falconetti,Фальконетти
worrier,беспокойный
propositions,предложения
heavies,тяжеловесы
rotisserie,приспособление с вертелом
ln,пер
roseanna,Розанна
cuesta,куэста
kuki,Куки
uhn,UHN
jealously,ревниво
furnishing,оборудование
impurity,примесь
c.b.,КА
bassoon,фагот
thwack,колотить
petitioning,петициями
northman,норманн
udders,вымя
droppin,бросающие
whaler,китолов
gornt,Горнт
c-,c-
rekindled,возродили
pastis,пастис
hmmph,hmmph
heartthrob,предмет обожания
minato,Минато
brynn,Brynn
buffers,буферы
afew,несколько
marchese,Маркиз
deegan,Дигэн
inhabitant,житель
airtime,эфирное время
uli,улы
brunhilde,Брунгильда
iyer,Айер
treetop,верхушка дерева
potters,гончары
lockheed,Lockheed
buggery,содомия
yr,год
half-ass,половина задницы
clovers,клеверов
run-up,разбег
e-type,е-типа
reimbursement,возмещение
ballu,Ballu
curia,папская курия
cubicles,кабинки
dimitris,Димитрис
counterclockwise,против часовой стрелки
excommunication,отлучение
fissures,трещины
regenerative,регенеративный
hussars,гусары
lichtenstein,Lichtenstein
wining,Экстремальный
angy,Angy
earlobe,мочка уха
snakeskin,змеиная кожа
rear-ended,сзади состава
biatch,biatch
overtly,открыто
youn,Youn
roadway,мостовая
engravings,гравюр
smartness,нарядность
kenton,Кентон
rushworth,Рашуот
vaishali,Вайшали
faustus,Фауст
